,IDF,Word
0,0.17574979163072008,我
1,0.20230002372484096,的
2,0.5280674302004967,了
3,0.33135713595444244,怎么
4,0.45041649597043065,吗
5,1.8718021769015913,提款
6,1.466337068793427,存款
7,1.3467919181436443,到
8,0.838787170719295,是
9,0.7811580578826587,有
10,0.8645396668217097,什么
11,0.8054507504517032,可以
12,1.1668205386946433,没有
13,1.1096621248546947,为什么
14,1.8958997284806518,app
15,1.2400239427179383,不
16,0.918123912955816,你们
17,0.8999415938726256,啊
18,1.2787384548986287,没
19,1.01435194505037,在
20,3.044522437723423,结算
21,1.9718856354585739,账
22,1.9985538825407352,体育
23,1.466337068793427,给
24,1.7808303986958647,还
25,1.5664205273504097,乐天堂
26,2.0541237336955462,下载
27,0.918123912955816,要
28,1.6204877486206852,钱
29,1.7808303986958647,手机
30,2.47397757925581,验证
31,1.80280930541464,不了
32,1.9459101490553132,投注
33,2.390595970316759,真人
34,1.6204877486206852,显示
35,1.4505887118252878,都
36,2.02595285672885,申请
37,2.277267285009756,卡
38,1.2400239427179383,你好
39,1.9205923410710235,存
40,1.6582280766035324,哪里
41,1.7808303986958647,账户
42,1.6582280766035324,不到
43,1.9718856354585739,你
44,2.3136349291806306,单
45,2.390595970316759,码
46,1.2787384548986287,下
47,1.4047791757939938,现在
48,1.7382707842770688,用
49,1.2787384548986287,呢
50,1.3190123540365686,想
51,2.143735892385233,版
52,2.47397757925581,老虎机
53,1.5664205273504097,帮
54,2.2421759651984856,多少
55,1.30540670198079,一下
56,2.47397757925581,优惠
57,2.277267285009756,转账
58,1.7808303986958647,一直
59,2.02595285672885,充值
60,1.5664205273504097,能
61,1.8718021769015913,个
62,1.5319343512792403,如何
63,2.277267285009756,链接
64,2.2421759651984856,网站
65,1.6021386099524888,不能
66,2.1754845906998135,游戏
67,2.431417964837014,注
68,2.2082744135228043,被
69,2.9014215940827497,取消
70,3.1245651453969594,支付宝
71,2.5184293418266437,处理
72,3.1245651453969594,安
73,3.044522437723423,邮件
74,1.6204877486206852,这个
75,3.211576522386589,苹果
76,3.3068867021909143,卓
77,2.47397757925581,多久
78,2.47397757925581,邮箱
79,1.9459101490553132,去
80,1.9985538825407352,有没有
81,1.8958997284806518,但是
82,3.211576522386589,限额
83,1.8958997284806518,就
84,1.8958997284806518,一个
85,2.0541237336955462,上
86,3.1245651453969594,密码
87,2.8368830729451786,盘
88,3.044522437723423,网址
89,1.7382707842770688,请问
90,2.5649493574615367,客户端
91,3.044522437723423,彩金
92,1.9205923410710235,无法
93,2.2421759651984856,下注
94,3.1245651453969594,pt
95,2.1129642337184795,还是
96,3.044522437723423,流水
97,2.02595285672885,怎样
98,3.817712325956905,微信
99,2.9014215940827497,登
100,2.02595285672885,玩
101,3.3068867021909143,拒绝
102,3.6635616461296463,银联支付
103,2.5184293418266437,进
104,1.8958997284806518,是不是
105,2.719100037288795,注册
106,1.9459101490553132,说
107,2.8368830729451786,送
108,3.211576522386589,让
109,2.8368830729451786,赢
110,2.47397757925581,发
111,3.044522437723423,限制
112,2.613739521630969,账号
113,2.8368830729451786,错
114,2.665032816018519,银行
115,2.1129642337184795,点
116,2.5184293418266437,入
117,2.719100037288795,收到
118,2.5184293418266437,意思
119,2.5184293418266437,页面
120,2.613739521630969,支付
121,3.817712325956905,返水
122,2.8368830729451786,买
123,2.7762584511287436,中
124,2.613739521630969,转
125,2.5184293418266437,服
126,3.6635616461296463,分
127,1.8482716794913974,问
128,2.431417964837014,开
129,2.390595970316759,打
130,2.5184293418266437,客
131,3.3068867021909143,记录
132,3.044522437723423,红利
133,2.3136349291806306,问题
134,2.277267285009756,已经
135,2.613739521630969,查
136,2.665032816018519,电脑
137,3.530030253505124,ag
138,2.47397757925581,元
139,2.143735892385233,怎么办
140,2.277267285009756,好
141,2.47397757925581,把
142,2.2082744135228043,也
143,2.665032816018519,成功
144,2.47397757925581,找
145,2.277267285009756,会
146,2.719100037288795,登录
147,2.3136349291806306,金额
148,3.044522437723423,mg
149,2.277267285009756,这
150,3.211576522386589,余额
151,2.2082744135228043,时候
152,2.970414465569701,失败
153,3.817712325956905,缓存
154,2.47397757925581,看
155,2.970414465569701,地址
156,2.7762584511287436,提交
157,2.3136349291806306,后
158,3.41224721784874,扫
159,2.719100037288795,方式
160,2.5649493574615367,不是
161,2.47397757925581,里
162,2.2421759651984856,操作
163,2.47397757925581,刚才
164,2.5649493574615367,提示
165,2.1754845906998135,呀
166,2.5184293418266437,刚刚
167,2.5184293418266437,错误
168,3.044522437723423,口
169,3.6635616461296463,在线存款
170,3.817712325956905,京东
171,2.613739521630969,多
172,2.3513752571634776,需要
173,2.2421759651984856,来
174,3.044522437723423,比赛
175,3.1245651453969594,派彩
176,3.3068867021909143,首
177,2.2082744135228043,回事
178,2.970414465569701,少
179,2.5184293418266437,今天
180,3.41224721784874,二维
181,3.6635616461296463,待
182,2.970414465569701,银行卡
183,3.044522437723423,返还
184,2.970414465569701,网
185,2.7762584511287436,进去
186,3.817712325956905,清除
187,3.3068867021909143,资料
188,3.044522437723423,算
189,2.47397757925581,那
190,2.5184293418266437,和
191,2.665032816018519,换
192,2.431417964837014,么
193,3.211576522386589,网页
194,3.1245651453969594,更换
195,3.6635616461296463,收
196,2.5184293418266437,哪
197,3.6635616461296463,百家乐
198,2.431417964837014,麻烦
199,3.044522437723423,再
200,3.211576522386589,领取
201,3.1245651453969594,充
202,4.223177434065069,劫持
203,3.211576522386589,改
204,3.044522437723423,盈利
205,3.530030253505124,维护
206,2.7762584511287436,情况
207,3.41224721784874,输
208,2.719100037288795,返
