,IDF,Word
0,0.17109449420017114,我
1,0.152136580455557,的
2,0.45083371313801535,了
3,0.34864277224146806,怎么
4,0.36593426935152906,吗
5,1.8758425864385964,提款
6,1.3862943611198906,存款
7,0.7684966178017321,是
8,1.264933504115623,到
9,0.7259370033829363,有
10,1.824549292051046,app
11,0.8129483803725659,什么
12,0.7343052530534528,可以
13,1.0945881383683842,没有
14,1.0707774896746656,为什么
15,1.1567199194753903,不
16,0.8594683960074588,你们
17,1.8758425864385964,体育
18,0.8594683960074588,啊
19,1.308736126774016,给
20,0.9183088960303923,在
21,1.2093636529608125,没
22,3.028522096376982,结算
23,1.9025108335207577,账
24,0.8983082293237227,要
25,1.729239112246721,还
26,1.5816031134406563,钱
27,2.3353749158170367,验证
28,2.146132916178508,下载
29,1.9025108335207577,申请
30,1.7067662563946624,不了
31,2.112231364502827,版
32,1.9025108335207577,投注
33,1.5244446996007077,显示
34,2.4223862928066664,真人
35,1.5244446996007077,必威
36,1.1314021114911006,你好
37,1.3862943611198906,都
38,1.9025108335207577,手机
39,1.5431368326128603,哪里
40,2.0794415416798357,链接
41,1.9025108335207577,存
42,1.9025108335207577,你
43,1.6216084480543556,不到
44,1.6847873496758872,个
45,2.181224235989778,码
46,1.1959406326286717,下
47,1.6632811444549236,用
48,2.5689897669985418,优惠
49,1.7067662563946624,账户
50,1.1959406326286717,呢
51,1.4529857356185627,帮
52,1.3545456628053103,现在
53,1.2093636529608125,一下
54,2.2945529212967815,单
55,1.3545456628053103,想
56,2.217591880160653,转账
57,1.9299098077088723,充值
58,2.146132916178508,多少
59,1.7522286304714196,一直
60,1.4358913022592628,能
61,3.316204168828763,安
62,3.567518597109669,卓
63,2.4689063084415594,老虎机
64,2.0794415416798357,游戏
65,1.5431368326128603,不能
66,1.5244446996007077,如何
67,3.316204168828763,苹果
68,2.217591880160653,网站
69,2.8743714165497236,取消
70,3.115533473366612,支付宝
71,2.4689063084415594,处理
72,2.9484793887034453,邮件
73,1.488077055429833,这个
74,2.3779345302358323,注
75,2.112231364502827,被
76,1.824549292051046,去
77,1.729239112246721,一个
78,2.3779345302358323,邮箱
79,2.4689063084415594,多久
80,1.9580806846755685,有没有
81,1.7757591278816138,就
82,1.7998566794606743,但是
83,2.4223862928066664,客户端
84,3.115533473366612,限额
85,1.6422277352570913,请问
86,3.028522096376982,密码
87,2.016921184698502,上
88,3.028522096376982,网址
89,1.824549292051046,怎样
90,1.7998566794606743,无法
91,3.115533473366612,彩金
92,4.127134385045092,必威卡
93,2.8743714165497236,流水
94,2.0476928433652555,还是
95,2.740840023925201,登
96,2.217591880160653,下注
97,2.9484793887034453,盘
98,2.217591880160653,卡
99,1.9025108335207577,玩
100,3.115533473366612,pt
101,3.903990833730882,微信
102,3.567518597109669,云闪付
103,3.2108436531709366,拒绝
104,2.4689063084415594,进
105,2.6230569882688175,送
106,1.7757591278816138,是不是
107,1.824549292051046,说
108,2.2553322081435003,发
109,3.028522096376982,让
110,2.4689063084415594,银行
111,2.6230569882688175,注册
112,2.8053785450627724,赢
113,2.3779345302358323,入
