,IDF,Word
0,0.216223108469636,我
1,0.26329061932762177,的
2,0.6045937832185002,了
3,0.36464311358790924,怎么
4,0.48743869106783694,吗
5,1.9095425048844386,提款
6,1.5910887737659039,存款
7,0.8319836254141612,是
8,0.8607625899642045,什么
9,0.8249164581910687,有
10,1.4766784225881595,到
11,0.8534898306351247,可以
12,1.2809338454620642,没有
13,1.1557707025080584,为什么
14,0.913209065336747,你们
15,1.3862943611198906,不
16,2.043073897508961,app
17,1.0712133144799951,啊
18,1.3740242685280764,没
19,1.1557707025080584,在
20,0.9365564293337381,要
21,2.043073897508961,体育
22,3.1416861861770706,结算
23,2.0918640616783932,账
24,1.7203005052459102,钱
25,1.8889232176817028,还
26,1.6218604324326575,给
27,1.7203005052459102,乐天堂
28,2.225395454302916,下载
29,1.9740810260220096,投注
30,1.9305959140822708,手机
31,2.64524929986318,验证
32,1.6698696516190181,显示
33,1.829499797210902,账户
34,1.9740810260220096,不了
35,2.5226469777708473,真人
36,1.6063562458966922,都
37,2.143157356065944,申请
38,2.4134476858058553,老虎机
39,1.7734103305598585,哪里
40,2.0671714490880215,游戏
41,2.4485390056171252,卡
42,1.4112956633253078,你好
43,2.315007612992603,单
44,2.0918640616783932,存
45,1.829499797210902,不到
46,2.117181869662683,网站
47,2.225395454302916,多少
48,2.117181869662683,你
49,1.8489178830680035,用
50,2.379546134130174,转账
51,2.8903717578961645,取消
52,2.225395454302916,被
53,1.5612358106162227,如何
54,1.4112956633253078,呢
55,1.4369380939386456,下
56,2.561867690924129,码
57,1.5760508964013633,现在
58,1.4766784225881595,想
59,2.315007612992603,版
60,2.5226469777708473,优惠
61,1.7032060718866098,帮
62,2.4485390056171252,注
63,1.4500101755059984,一下
64,1.9095425048844386,一直
65,1.9740810260220096,个
66,2.1698256031481047,充值
67,2.9475301717361133,流水
68,1.7376922479577792,能
69,2.4485390056171252,链接
70,1.7734103305598585,不能
71,2.64524929986318,处理
72,3.295836866004329,支付宝
73,3.2157941583307927,安
74,2.043073897508961,有没有
75,3.2157941583307927,邮件
76,2.0671714490880215,去
77,3.295836866004329,苹果
78,3.382848242993959,卓
79,1.791759469228055,这个
80,2.6026896854443837,多久
81,2.9475301717361133,限制
82,3.0726933146901194,限额
83,2.254382991176168,下注
84,2.64524929986318,邮箱
85,2.561867690924129,账号
86,2.043073897508961,但是
87,2.7362210780689065,注册
88,2.043073897508961,就
89,2.043073897508961,一个
