INDEX,0
我,0.1376213778760477
的,0.1376213778760477
了,0.41443377809092485
怎么,0.24571787335274872
吗,0.29245535120443866
是,0.5913644862500029
存款,1.4604023332736125
可以,0.6043516817768141
什么,0.6375773294051346
有,0.7444404749474958
提款,2.108429078553088
到,1.2909841813155658
没有,0.9713505090571825
为什么,0.9343092373768334
你们,0.8226052477968321
不,1.0396697530346597
在,0.8064758658669485
啊,0.8389990575725085
申请,1.445134861142824
没,1.1021901100159937
体育,1.9459101490553132
结算,2.7444178452730847
同乐,2.3389527371649206
还,1.4300969837782835
app,2.6390573296152584
钱,1.507655218124158
要,0.9343092373768334
账,1.9972034434428638
给,1.507655218124158
不了,1.6458055566049752
呢,0.8985911547747542
优惠,1.9459101490553132
存,1.742969305058623
显示,1.5239157389959384
哪里,1.4300969837782835
转账,1.873589487475687
投注,1.9712279570396032
彩金,2.108429078553088
都,1.3721097261279342
下载,3.43756502583303
流水,1.9972034434428638
下,1.2039728043259361
卡,2.2674937731827756
账户,1.7227665977411035
多少,1.6835458845878224
帮,1.278080776479658
游戏,1.873589487475687
返水,3.236894330370879
你好,1.2280703559049966
如何,1.445134861142824
老虎机,2.5437471498109336
你,1.8281271133989299
真人,2.5902671654458267
现在,1.33072450996508
ag,2.690350624002809
支付宝,2.8622008809294686
码,2.4159137783010487
想,1.3581234841531944
用,1.5917383353346994
一下,1.2909841813155658
这个,1.3443301620208585
玩,1.6644976896171277
取消,2.5902671654458267
盘,2.7444178452730847
手机,2.1382820417027695
娱乐场,2.6390573296152584
币,2.6390573296152584
不到,1.7029639704449238
不能,1.3862943611198906
钓鱼,4.02535169073515
能,1.540445040947149
单,2.2674937731827756
充值,1.9712279570396032
请问,1.4152818979931427
同乐城,1.8281271133989299
被,2.108429078553088
无法,1.6835458845878224
处理,2.1382820417027695
下注,2.0794415416798357
网站,2.108429078553088
一直,1.8505999692509885
版,2.690350624002809
号,2.0238716905250254
个,1.9459101490553132
账号,1.9459101490553132
就,1.9459101490553132
注,2.4992953872401
再,2.302585092994046
去,1.8971199848858813
多久,2.3766930651477676
但是,1.8281271133989299
验证,2.8622008809294686
怎样,1.8281271133989299
有没有,2.0794415416798357
登,2.6390573296152584
链接,3.069840245707713
首,2.8622008809294686
注册,2.5902671654458267
限额,3.1498829533812494
限制,2.995732273553991
上,2.05127066471314
邮箱,2.8622008809294686
pt,2.8622008809294686
一个,1.9459101490553132
送,2.690350624002809
充,2.5902671654458267
密码,3.332204510175204
问题,2.0794415416798357
买,2.3389527371649206
中,2.3766930651477676
元,2.1382820417027695
客户端,3.236894330370879
是不是,1.8505999692509885
错,2.6390573296152584
安,4.02535169073515
时候,1.8971199848858813
拒绝,3.236894330370879
赢,2.8015762591130335
卓,4.248495242049359
需要,1.9212175364649418
意思,2.2008023986841034
微信,3.8430301339411947
进,2.5902671654458267
查,2.2674937731827756
网址,3.332204510175204
店,3.069840245707713
还是,2.1382820417027695
银联支付,3.6888794541139363
服,2.1382820417027695
维护,3.1498829533812494
客,2.169053700369523
银行,2.9267394020670396
点,2.0238716905250254
问,1.7635885922613586
发,2.9267394020670396
百家乐,3.1498829533812494
页面,2.302585092994046
入,2.6390573296152584
记录,2.8622008809294686
这,2.05127066471314
更新,2.995732273553991
把,2.2674937731827756
余额,2.8015762591130335
看,2.0238716905250254
锁,2.690350624002809
支付,2.690350624002809
打,2.0794415416798357
刚刚,2.2335922215070942
扫,3.332204510175204
派彩,3.1498829533812494
说,2.0238716905250254
成功,2.4992953872401
彩票,3.069840245707713
免费旋转,3.5553480614894135
查询,2.05127066471314
让,3.069840245707713
收到,2.7444178452730847
会,2.0238716905250254
好,2.2674937731827756
今天,2.3766930651477676
失败,2.8015762591130335
也,2.2335922215070942
和,2.108429078553088
转,2.690350624002809
来,2.0238716905250254
方式,2.8015762591130335
少,2.8015762591130335
已经,2.0794415416798357
刚才,2.4159137783010487
红利,2.9267394020670396
在线,2.995732273553991
里,2.3766930651477676
开,2.3766930651477676
vip,3.6888794541139363
捕鱼,3.5553480614894135
回事,2.05127066471314
邮件,3.6888794541139363
领取,2.9267394020670396
登录,2.7444178452730847
电,3.069840245707713
输,2.8015762591130335
分,3.6888794541139363
提示,2.4992953872401
提交,2.690350624002809
找,2.5437471498109336
怎么办,2.2335922215070942
多,2.4159137783010487
那,2.3766930651477676
金额,2.4159137783010487
进去,2.6390573296152584
电脑,2.7444178452730847
不是,2.302585092994046
京东,3.6888794541139363
救援金,4.941642422609304
操作,2.302585092994046
竞,3.332204510175204
口,2.8622008809294686
错误,2.6390573296152584
gd,3.5553480614894135
那个,2.3766930651477676
提现,2.8622008809294686
解,2.7444178452730847
在线存款,3.6888794541139363
东西,2.9267394020670396
么,2.3389527371649206
呀,2.2008023986841034
系统,2.5902671654458267
平台,2.4992953872401
未,2.3766930651477676
苹果,4.248495242049359
次,2.456735772821304
改,3.236894330370879
麻烦,2.302585092994046
这么,2.456735772821304
换,2.5437471498109336
更换,3.236894330370879
100%,3.8430301339411947
后,2.456735772821304
二维,3.6888794541139363
待,3.5553480614894135
银行卡,3.236894330370879
比赛,3.069840245707713
不对,2.995732273553991
网页,2.995732273553991
返,2.5902671654458267
地址,3.6888794541139363
扣,2.7444178452730847
缓存,4.53617731450114
兑换,2.8622008809294686
请,2.4159137783010487
又,2.4992953872401
资料,3.6888794541139363
才,2.2674937731827756
计算,2.6390573296152584
吧,2.4992953872401
使用,2.8015762591130335
哪,2.6390573296152584
更改,3.236894330370879
过,2.456735772821304
完成,2.6390573296152584
算,2.995732273553991
妈,3.6888794541139363
情况,2.4992953872401
进行,2.3389527371649206
快乐彩,4.02535169073515
钓,4.941642422609304
设置,3.6888794541139363
信用卡,4.941642422609304
久,2.4992953872401
劫持,4.53617731450114
您好,2.456735772821304
局,4.02535169073515
清除,4.53617731450114
代理,4.941642422609304
忘记,3.8430301339411947
很,2.5437471498109336
主账户,4.02535169073515
等,2.995732273553991
会员,3.5553480614894135
里面,2.9267394020670396
订单,3.332204510175204
刚,2.4159137783010487
重置,3.43756502583303
登陆,2.8622008809294686
老,2.5902671654458267
出,2.8622008809294686
活动,3.069840245707713
小时,3.069840245707713
网,3.1498829533812494
提高,4.248495242049359
获得,2.6390573296152584
不足,4.02535169073515
看到,2.4992953872401
才能,2.8015762591130335
奖金,3.236894330370879
返还,3.332204510175204
用户名,4.248495242049359
这里,2.690350624002809
不见,3.069840245707713
激活,4.248495242049359
盈利,3.1498829533812494
收,3.8430301339411947
应该,3.069840245707713
上限,4.02535169073515
超过,3.236894330370879
状态,3.069840245707713
新,2.9267394020670396
结果,3.236894330370879
一般,2.995732273553991
推荐,3.8430301339411947
存钱,3.6888794541139363
自我,4.941642422609304
一,2.9267394020670396
简易,5.634789603169249
购物,3.8430301339411947
额度,2.8622008809294686
要求,2.9267394020670396
提,3.069840245707713
活跃,5.634789603169249
规则,3.5553480614894135
兑现,5.634789603169249
掉,3.236894330370879
手机号,4.02535169073515
免费,3.6888794541139363
商品,3.1498829533812494
达到,2.995732273553991
第一次,2.995732273553991
时间,3.1498829533812494
弄,2.690350624002809
机,3.43756502583303
办法,2.9267394020670396
梦幻,4.941642422609304
对决,4.941642422609304
快,2.8622008809294686
还有,2.5902671654458267
开元,4.248495242049359
吃,3.5553480614894135
不会,2.8622008809294686
特别,4.248495242049359
等级,4.248495242049359
捕鱼王,4.02535169073515
派发,3.6888794541139363
派,3.43756502583303
教,2.8622008809294686
信息,2.8015762591130335
完,3.069840245707713
mg,3.236894330370879
几点,4.248495242049359
为啥,2.9267394020670396
最高,3.332204510175204
搞,2.8622008809294686
银联,4.53617731450114
交易,3.332204510175204
月,3.6888794541139363
快点,3.1498829533812494
反水,3.5553480614894135
姓名,4.941642422609304
重新,3.332204510175204
直接,2.9267394020670396
谢谢,3.1498829533812494
帮忙,3.43756502583303
联系,2.9267394020670396
不行,3.236894330370879
帐,2.995732273553991
款,2.8622008809294686
想要,2.9267394020670396
时,2.995732273553991
家,2.9267394020670396
啥,3.1498829533812494
亚洲,4.02535169073515
银,3.8430301339411947
astro,4.53617731450114
看看,2.9267394020670396
购买,3.5553480614894135
取款,3.069840245707713
太,2.995732273553991
一次,3.1498829533812494
出现,3.069840245707713
解除,4.248495242049359
慢,3.236894330370879
出来,3.43756502583303
其他,3.236894330370879
好久,3.332204510175204
安全,4.53617731450114
明明,3.332204510175204
串,4.53617731450114
提前,4.53617731450114
总是,3.069840245707713
浏览器,3.5553480614894135
金花,4.02535169073515
20%,3.6888794541139363
确认,3.43756502583303
没收,3.6888794541139363
大礼包,4.248495242049359
鱼,4.53617731450114
自己,3.1498829533812494
领,3.43756502583303
查看,4.248495242049359
好像,3.1498829533812494
昨天,3.069840245707713
欧洲,4.941642422609304
之前,3.332204510175204
一笔,3.236894330370879
然后,3.43756502583303
自动,3.5553480614894135
额,3.236894330370879
着,3.5553480614894135
做,3.5553480614894135
但,3.069840245707713
可是,3.1498829533812494
退,3.5553480614894135
个人,4.248495242049359
那么,3.332204510175204
延迟,3.332204510175204
im,3.6888794541139363
死,4.248495242049359
轮盘,3.8430301339411947
每天,3.236894330370879
历史,4.941642422609304
能量,4.941642422609304
朋友,3.1498829533812494
帐号,3.5553480614894135
名字,4.53617731450114
绑定,3.8430301339411947
